date,region,total_cases,flu,covid,malaria,dengue,typhoid,pneumonia,cold
2024-07-07,West,77,5,5,7,10,0,3,6
2024-07-07,Central,131,5,11,12,2,0,5,16
2024-07-08,North,77,6,8,0,4,3,8,5
2024-07-08,South,90,5,2,9,5,5,12,4
2024-07-08,East,91,5,13,1,5,1,5,16
2024-07-08,West,63,3,6,11,6,2,1,3
2024-07-08,Central,118,12,9,20,2,0,9,8
2024-07-09,North,86,8,13,0,12,1,7,5
2024-07-09,South,82,3,2,4,5,6,6,0
2024-07-09,East,94,4,7,4,9,4,6,7
2024-07-09,West,82,2,9,9,8,2,0,7
2024-07-09,Central,94,9,5,7,3,4,6,9
2024-07-10,North,91,12,2,3,6,4,5,4
2024-07-10,South,88,4,9,1,10,1,5,2
2024-07-10,East,89,3,10,2,10,6,3,14
2024-07-10,West,62,3,6,9,10,2,1,1
2024-07-10,Central,115,9,3,13,2,6,5,10
2024-07-11,North,59,12,6,4,8,1,4,3
2024-07-11,South,76,2,8,3,9,4,5,2
2024-07-11,East,87,3,4,3,7,3,12,19
2024-07-11,West,60,8,3,8,11,1,0,10
2024-07-11,Central,101,4,14,13,4,6,3,10
2024-07-12,North,74,5,5,1,4,4,1,0
2024-07-12,South,83,4,7,9,9,4,9,0
2024-07-12,East,69,2,6,6,3,1,5,12
2024-07-12,West,62,2,6,5,5,0,2,6
2024-07-12,Central,98,8,9,16,1,6,10,6
2024-07-13,North,70,13,3,2,8,3,1,1
2024-07-13,South,78,7,5,5,2,3,1,2
2024-07-13,East,76,5,9,2,3,3,8,16
2024-07-13,West,72,4,3,7,7,1,0,3
2024-07-13,Central,101,6,4,7,1,3,2,8
2024-07-14,North,79,10,6,1,8,7,4,8
2024-07-14,South,62,4,8,4,6,4,9,3
2024-07-14,East,98,3,4,1,7,6,14,16
2024-07-14,West,64,2,6,17,6,1,0,3
2024-07-14,Central,96,12,6,11,3,3,11,13
2024-07-15,North,77,3,7,5,0,6,3,4
2024-07-15,South,43,3,6,6,8,2,5,2
2024-07-15,East,100,0,5,0,3,3,5,18
2024-07-15,West,69,5,10,10,8,6,0,6
2024-07-15,Central,99,7,7,12,0,3,4,10
2024-07-16,North,89,11,7,4,3,5,2,3
2024-07-16,South,72,5,1,12,7,5,8,4
2024-07-16,East,63,3,7,0,2,6,4,13
2024-07-16,West,63,4,5,8,11,1,0,6
2024-07-16,Central,98,3,8,1,4,6,2,9
2024-07-17,North,78,17,9,3,4,4,1,3
2024-07-17,South,71,5,7,6,3,2,7,3
2024-07-17,East,88,3,11,0,3,8,7,11
2024-07-17,West,54,3,5,10,6,0,0,7
2024-07-17,Central,102,5,5,19,0,3,4,6
2024-07-18,North,77,13,2,4,3,5,2,2
2024-07-18,South,82,7,8,4,1,2,10,7
2024-07-18,East,71,2,4,0,5,5,10,19
2024-07-18,West,90,2,7,11,10,2,1,4
2024-07-18,Central,90,5,7,11,4,1,7,7
2024-07-19,North,79,6,7,4,6,10,2,6
2024-07-19,South,56,6,2,4,5,4,7,5
2024-07-19,East,92,4,6,2,12,2,7,15
2024-07-19,West,66,3,8,9,9,7,0,1
2024-07-19,Central,80,3,7,16,1,7,2,6
2024-07-20,North,71,7,10,7,4,1,1,6
2024-07-20,South,78,9,3,2,6,7,7,5
2024-07-20,East,104,3,8,0,7,5,7,15
2024-07-20,West,86,6,10,9,4,6,0,8
2024-07-20,Central,77,2,5,11,2,9,3,8
2024-07-21,North,96,19,8,9,1,0,2,6
2024-07-21,South,60,3,2,6,1,3,3,4
2024-07-21,East,88,0,11,2,4,2,7,15
2024-07-21,West,76,6,6,3,9,4,0,5
2024-07-21,Central,82,1,9,8,1,4,1,7
2024-07-22,North,67,9,3,7,4,5,2,6
2024-07-22,South,77,2,2,6,4,2,5,6
2024-07-22,East,92,0,4,2,4,3,8,10
2024-07-22,West,64,2,5,5,6,4,0,9
2024-07-22,Central,85,6,3,13,4,2,1,8
2024-07-23,North,77,11,1,3,1,6,0,9
2024-07-23,South,52,3,2,5,1,5,2,6
2024-07-23,East,82,1,7,2,0,5,2,16
2024-07-23,West,81,2,4,8,3,5,1,8
2024-07-23,Central,78,5,3,17,1,5,1,14
2024-07-24,North,63,11,2,10,3,4,3,6
2024-07-24,South,61,3,2,9,0,3,4,3
2024-07-24,East,75,1,5,1,3,2,9,17
2024-07-24,West,79,3,4,2,2,7,1,9
2024-07-24,Central,90,4,3,13,6,5,4,6
2024-07-25,North,66,8,3,5,3,2,4,7
2024-07-25,South,60,4,3,6,2,5,4,3
2024-07-25,East,65,2,5,0,1,2,10,15
2024-07-25,West,67,1,4,13,3,3,0,6
2024-07-25,Central,71,5,7,11,4,2,3,7
2024-07-26,North,57,21,0,7,3,6,2,4
2024-07-26,South,80,2,6,12,0,5,4,5
2024-07-26,East,70,1,5,2,5,5,8,12
2024-07-26,West,61,0,6,13,2,4,0,6
2024-07-26,Central,69,3,5,17,3,3,1,8
2024-07-27,North,76,5,6,5,6,2,0,3
2024-07-27,South,77,9,6,8,1,2,6,6
2024-07-27,East,83,2,10,0,7,2,10,13
2024-07-27,West,61,1,4,8,2,5,0,2
2024-07-27,Central,64,0,8,6,7,1,4,13
2024-07-28,North,48,12,4,7,4,9,0,2
2024-07-28,South,75,1,1,17,0,0,2,2
2024-07-28,East,86,0,5,2,3,5,9,7
2024-07-28,West,53,0,5,11,0,2,1,8
2024-07-28,Central,62,3,1,12,3,2,4,4
2024-07-29,North,86,10,5,8,2,2,2,6
2024-07-29,South,60,2,6,14,0,1,8,2
2024-07-29,East,84,0,10,0,4,1,10,10
2024-07-29,West,60,0,1,6,2,4,2,3
2024-07-29,Central,72,2,2,10,3,2,1,10
2024-07-30,North,75,10,2,10,8,5,1,7
2024-07-30,South,63,0,4,14,0,0,6,3
2024-07-30,East,87,0,7,0,8,6,9,6
2024-07-30,West,63,1,6,9,0,10,1,8
2024-07-30,Central,73,3,1,8,2,0,1,6
2024-07-31,North,70,7,3,11,2,3,1,7
2024-07-31,South,69,3,5,9,0,2,6,4
2024-07-31,East,85,1,8,0,7,4,9,12
2024-07-31,West,51,0,3,11,4,3,0,6
2024-07-31,Central,48,1,4,10,1,2,1,4
2024-08-01,North,90,5,6,8,12,4,1,2
2024-08-01,South,77,3,10,9,1,5,7,5
2024-08-01,East,102,3,5,0,8,3,5,15
2024-08-01,West,55,0,5,9,2,5,0,8
2024-08-01,Central,59,2,8,14,3,2,0,1
2024-08-02,North,75,8,6,12,6,3,1,4
2024-08-02,South,67,1,9,7,0,2,8,3
2024-08-02,East,87,6,9,1,4,3,7,18
2024-08-02,West,50,0,1,10,1,2,0,6
2024-08-02,Central,49,5,5,10,4,5,1,4
2024-08-03,North,81,12,3,13,6,10,2,5
2024-08-03,South,63,0,5,15,0,6,0,6
2024-08-03,East,113,1,9,0,6,8,6,13
2024-08-03,West,45,0,2,6,1,5,2,3
2024-08-03,Central,63,5,5,9,3,2,1,5
2024-08-04,North,84,11,5,7,6,3,2,4
2024-08-04,South,61,1,8,6,2,2,7,5
2024-08-04,East,94,6,3,0,3,3,4,11
2024-08-04,West,40,0,5,6,1,2,1,3
2024-08-04,Central,74,5,5,10,7,2,0,2
2024-08-05,North,79,14,1,10,7,5,0,1
2024-08-05,South,72,0,7,7,1,3,5,1
2024-08-05,East,105,4,3,2,6,2,4,17
2024-08-05,West,39,3,6,8,2,2,0,3
2024-08-05,Central,62,1,4,14,6,4,0,5
2024-08-06,North,67,8,4,11,8,4,0,5
2024-08-06,South,64,0,2,8,3,2,2,1
2024-08-06,East,86,2,7,2,4,2,8,16
2024-08-06,West,54,1,5,5,1,4,0,2
2024-08-06,Central,60,0,11,12,1,1,1,3
2024-08-07,North,84,9,4,10,4,4,0,3
2024-08-07,South,55,2,4,6,6,3,2,2
2024-08-07,East,81,3,4,5,1,1,9,10
2024-08-07,West,46,0,4,5,2,8,0,4
2024-08-07,Central,52,2,7,16,3,4,1,3
2024-08-08,North,75,4,1,8,11,4,0,6
2024-08-08,South,62,5,8,11,4,4,5,1
2024-08-08,East,74,4,11,3,5,4,11,13
2024-08-08,West,52,0,5,5,1,5,1,1
2024-08-08,Central,76,2,6,9,4,6,2,0
2024-08-09,North,81,2,2,10,8,6,0,4
2024-08-09,South,73,1,12,9,3,4,3,3
2024-08-09,East,73,4,3,5,4,1,4,10
2024-08-09,West,54,0,8,9,1,4,2,1
2024-08-09,Central,64,0,7,12,3,2,4,0
2024-08-10,North,69,10,2,13,9,2,1,5
2024-08-10,South,77,3,7,5,0,3,0,2
2024-08-10,East,95,2,9,3,5,2,6,6
2024-08-10,West,53,3,2,9,2,3,1,3
2024-08-10,Central,79,0,5,13,3,4,0,2
2024-08-11,North,52,4,3,9,15,2,0,4
2024-08-11,South,91,6,9,13,1,4,6,0
2024-08-11,East,88,1,6,1,4,5,8,20
2024-08-11,West,45,5,6,6,2,5,0,2
2024-08-11,Central,79,0,5,8,4,5,2,0
2024-08-12,North,80,4,3,11,4,4,0,4
2024-08-12,South,53,1,5,9,0,3,1,0
2024-08-12,East,82,2,9,3,9,1,10,8
2024-08-12,West,46,2,1,3,0,5,0,6
2024-08-12,Central,60,0,4,8,3,6,3,1
2024-08-13,North,66,6,4,10,4,3,0,6
2024-08-13,South,54,1,12,6,0,1,3,0
2024-08-13,East,82,0,8,0,9,3,4,7
2024-08-13,West,36,1,5,3,5,3,0,0
2024-08-13,Central,66,0,2,10,5,2,3,6
2024-08-14,North,59,7,7,6,7,1,0,0
2024-08-14,South,47,2,7,9,0,2,4,0
2024-08-14,East,71,0,8,0,7,4,4,4
2024-08-14,West,32,1,5,8,6,1,1,0
2024-08-14,Central,71,0,5,17,8,5,1,3
2024-08-15,North,57,10,9,9,7,2,0,1
2024-08-15,South,42,2,9,8,0,2,6,1
2024-08-15,East,82,0,8,0,8,1,8,9
2024-08-15,West,54,5,2,3,0,1,1,0
2024-08-15,Central,66,2,4,12,4,5,3,4
2024-08-16,North,64,4,7,9,1,2,0,2
2024-08-16,South,43,2,5,6,0,0,4,0
2024-08-16,East,87,2,7,0,5,1,5,5
2024-08-16,West,25,0,3,3,3,0,0,0
2024-08-16,Central,63,3,2,14,3,9,0,1
2024-08-17,North,44,5,7,11,5,1,0,2
2024-08-17,South,40,0,8,5,0,2,8,0
2024-08-17,East,89,3,8,0,8,2,2,11
2024-08-17,West,34,2,1,5,4,1,0,0
2024-08-17,Central,42,0,3,11,1,4,1,1
2024-08-18,North,65,3,4,13,2,3,0,0
2024-08-18,South,45,0,6,10,1,4,7,0
2024-08-18,East,72,2,9,0,7,3,4,10
2024-08-18,West,22,4,2,3,6,0,0,0
2024-08-18,Central,56,0,2,11,0,6,0,2
2024-08-19,North,48,4,6,15,4,1,0,0
2024-08-19,South,41,0,7,7,1,1,3,0
2024-08-19,East,70,1,8,3,11,4,7,6
2024-08-19,West,30,2,0,9,5,0,0,0
2024-08-19,Central,68,2,2,7,3,4,3,3
2024-08-20,North,33,2,7,11,3,3,0,0
2024-08-20,South,41,0,7,8,2,1,8,0
2024-08-20,East,53,1,10,5,11,4,11,8
2024-08-20,West,17,0,2,6,4,0,2,0
2024-08-20,Central,63,0,5,11,2,3,3,5
2024-08-21,North,48,3,6,9,2,2,0,0
2024-08-21,South,54,0,9,1,0,2,6,1
2024-08-21,East,82,2,6,4,4,3,8,9
2024-08-21,West,11,0,0,3,1,0,1,0
2024-08-21,Central,67,4,3,4,4,5,0,7
2024-08-22,North,50,2,8,10,4,3,0,0
2024-08-22,South,39,0,5,3,0,0,5,1
2024-08-22,East,79,2,8,5,6,2,6,7
2024-08-22,West,10,0,2,7,0,0,1,0
2024-08-22,Central,79,3,4,12,4,10,2,4
2024-08-23,North,62,14,4,9,4,1,0,0
2024-08-23,South,45,0,4,4,1,1,6,0
2024-08-23,East,97,3,8,7,4,7,5,2
2024-08-23,West,12,2,0,4,2,0,0,0
2024-08-23,Central,65,6,5,12,0,3,1,3
2024-08-24,North,59,8,7,7,2,0,0,0
2024-08-24,South,41,1,4,5,1,0,8,0
2024-08-24,East,102,2,5,7,10,6,6,6
2024-08-24,West,20,2,1,3,1,0,0,2
2024-08-24,Central,71,7,4,14,4,4,1,4
2024-08-25,North,62,5,9,10,7,0,2,1
2024-08-25,South,34,0,9,4,2,0,8,0
2024-08-25,East,78,0,7,2,3,2,6,10
2024-08-25,West,22,7,4,3,1,0,0,0
2024-08-25,Central,77,0,5,14,7,2,0,7
2024-08-26,North,58,6,8,13,2,1,0,4
2024-08-26,South,44,1,6,3,0,0,6,1
2024-08-26,East,69,0,9,4,5,1,7,12
2024-08-26,West,16,2,1,7,2,0,0,0
2024-08-26,Central,74,2,6,6,2,5,1,5
2024-08-27,North,57,6,1,8,3,0,0,4
2024-08-27,South,46,2,3,2,0,0,7,0
2024-08-27,East,88,4,10,7,6,3,7,5
2024-08-27,West,20,1,0,7,2,0,0,0
2024-08-27,Central,62,6,5,13,4,7,1,3
2024-08-28,North,68,5,7,13,4,5,1,2
2024-08-28,South,29,1,4,2,0,1,6,0
2024-08-28,East,90,1,7,7,8,1,8,6
2024-08-28,West,38,1,0,3,5,0,0,0
2024-08-28,Central,49,1,5,15,7,3,1,7
2024-08-29,North,56,9,5,9,3,5,0,0
2024-08-29,South,37,0,1,1,1,1,6,0
2024-08-29,East,80,5,6,5,6,2,8,6
2024-08-29,West,40,3,3,4,2,0,0,0
2024-08-29,Central,37,3,5,10,1,0,0,4
2024-08-30,North,61,5,11,6,5,3,0,0
2024-08-30,South,43,0,3,1,1,1,7,0
2024-08-30,East,82,4,4,6,6,0,5,1
2024-08-30,West,22,5,0,5,0,0,2,0
2024-08-30,Central,61,2,5,11,2,2,0,3
2024-08-31,North,57,9,11,6,3,2,0,1
2024-08-31,South,41,2,1,2,0,3,6,0
2024-08-31,East,86,3,3,8,10,4,6,4
2024-08-31,West,30,12,2,0,0,0,3,1
2024-08-31,Central,50,1,4,14,2,2,1,2
2024-09-01,North,62,9,5,5,7,1,0,7
2024-09-01,South,25,0,3,0,0,1,4,1
2024-09-01,East,69,0,7,3,16,0,6,4
2024-09-01,West,24,2,1,1,4,0,0,2
2024-09-01,Central,60,2,5,10,11,5,1,5
2024-09-02,North,47,4,3,5,4,2,0,5
2024-09-02,South,29,0,0,2,1,2,6,0
2024-09-02,East,78,4,3,2,11,1,11,3
2024-09-02,West,17,5,0,2,0,0,0,1
2024-09-02,Central,40,0,6,8,4,3,0,1
2024-09-03,North,75,2,8,3,3,0,0,4
2024-09-03,South,27,0,2,2,0,0,6,0
2024-09-03,East,81,2,10,3,17,2,6,1
2024-09-03,West,30,3,0,3,1,0,3,2
2024-09-03,Central,60,0,4,5,2,2,0,0
2024-09-04,North,69,8,4,4,2,2,0,5
2024-09-04,South,35,0,3,0,0,0,6,0
2024-09-04,East,79,2,9,7,12,1,11,4
2024-09-04,West,37,3,0,3,3,0,3,4
2024-09-04,Central,43,0,4,6,4,4,1,0
2024-09-05,North,56,15,5,9,3,0,0,1
2024-09-05,South,28,0,0,2,0,1,6,0
2024-09-05,East,73,6,4,7,6,0,3,10
2024-09-05,West,21,7,0,2,1,0,0,3
2024-09-05,Central,46,0,14,10,6,1,1,0
2024-09-06,North,38,5,3,7,2,1,0,0
2024-09-06,South,29,0,1,1,1,2,4,1
2024-09-06,East,68,3,2,5,9,0,11,4
2024-09-06,West,29,12,0,5,1,1,0,7
2024-09-06,Central,53,0,10,7,5,4,0,1
2024-09-07,North,53,5,2,6,0,2,0,2
2024-09-07,South,28,1,1,0,0,2,6,0
2024-09-07,East,68,4,1,1,6,0,6,5
2024-09-07,West,32,9,0,0,0,0,2,3
2024-09-07,Central,53,2,7,8,3,4,0,0
2024-09-08,North,46,11,1,4,0,0,0,0
2024-09-08,South,27,1,0,0,1,0,5,0
2024-09-08,East,70,3,2,6,8,0,5,6
2024-09-08,West,30,8,0,0,0,1,1,4
2024-09-08,Central,67,0,9,9,3,6,0,0
2024-09-09,North,35,8,2,3,1,0,0,0
2024-09-09,South,20,0,0,0,2,2,4,0
2024-09-09,East,80,6,1,7,8,1,5,3
2024-09-09,West,35,10,0,0,2,0,0,4
2024-09-09,Central,78,1,5,5,4,2,0,0
2024-09-10,North,46,19,2,6,2,2,0,0
2024-09-10,South,28,3,0,1,2,1,4,0
2024-09-10,East,63,5,3,11,9,0,7,2
2024-09-10,West,26,5,0,0,0,0,2,2
2024-09-10,Central,48,0,5,4,1,0,0,3
2024-09-11,North,42,8,3,7,2,0,0,1
2024-09-11,South,17,2,0,1,1,1,5,0
2024-09-11,East,36,2,1,12,7,0,2,2
2024-09-11,West,19,8,0,0,0,0,0,4
2024-09-11,Central,48,0,4,11,2,2,0,4
2024-09-12,North,47,11,2,5,2,2,0,3
2024-09-12,South,22,3,0,1,0,0,9,0
2024-09-12,East,42,1,0,5,6,0,5,2
2024-09-12,West,18,3,0,0,1,0,1,5
2024-09-12,Central,51,0,8,8,0,1,1,1
2024-09-13,North,49,7,2,8,2,1,0,1
2024-09-13,South,34,7,0,0,0,1,9,0
2024-09-13,East,58,3,0,7,4,0,6,2
2024-09-13,West,37,3,1,1,1,1,0,7
2024-09-13,Central,54,2,10,3,2,4,0,2
2024-09-14,North,59,6,2,7,2,0,0,3
2024-09-14,South,32,2,2,2,0,0,9,0
2024-09-14,East,42,1,0,5,11,0,5,2
2024-09-14,West,21,9,0,1,0,0,2,1
2024-09-14,Central,40,0,2,3,2,1,0,1
2024-09-15,North,36,9,1,3,5,2,2,1
2024-09-15,South,46,3,5,2,0,2,2,0
2024-09-15,East,62,3,2,4,12,1,1,0
2024-09-15,West,15,5,0,0,0,0,1,1
2024-09-15,Central,29,0,9,2,6,1,0,0
2024-09-16,North,38,6,4,6,4,2,0,3
2024-09-16,South,50,4,0,3,0,1,6,0
2024-09-16,East,52,6,1,6,4,1,3,0
2024-09-16,West,22,8,2,3,0,0,3,0
2024-09-16,Central,34,0,11,2,0,3,0,2
2024-09-17,North,52,5,1,3,1,1,0,2
2024-09-17,South,41,6,0,1,0,1,11,0
2024-09-17,East,58,4,1,8,7,0,4,0
2024-09-17,West,20,6,0,1,1,0,3,0
2024-09-17,Central,30,1,9,1,0,0,0,0
2024-09-18,North,46,7,2,7,1,1,0,0
2024-09-18,South,32,3,3,1,0,0,10,0
2024-09-18,East,52,1,4,7,11,0,0,0
2024-09-18,West,25,14,1,2,0,0,3,0
2024-09-18,Central,29,0,8,3,1,1,2,0
2024-09-19,North,59,9,3,2,4,1,0,4
2024-09-19,South,29,2,0,4,0,0,8,0
2024-09-19,East,24,0,1,7,10,0,1,1
2024-09-19,West,22,5,1,3,0,0,1,0
2024-09-19,Central,32,0,6,3,7,1,1,0
2024-09-20,North,54,9,4,2,1,1,0,4
2024-09-20,South,21,6,0,0,0,0,8,1
2024-09-20,East,42,0,1,3,10,0,2,0
2024-09-20,West,18,8,0,4,0,0,2,0
2024-09-20,Central,30,0,5,3,1,3,0,0
2024-09-21,North,64,9,2,4,9,0,0,8
2024-09-21,South,24,2,0,0,0,0,7,1
2024-09-21,East,39,0,0,7,7,0,2,0
2024-09-21,West,30,5,0,3,0,0,0,1
2024-09-21,Central,33,2,1,0,4,1,0,0
2024-09-22,North,52,13,4,3,3,1,0,10
2024-09-22,South,23,2,0,0,0,2,9,0
2024-09-22,East,48,1,0,11,6,0,0,0
2024-09-22,West,45,8,0,3,0,1,3,3
2024-09-22,Central,26,0,5,1,4,1,0,0
2024-09-23,North,58,12,3,4,3,1,3,5
2024-09-23,South,20,3,0,0,0,0,5,0
2024-09-23,East,43,0,0,12,7,0,0,1
2024-09-23,West,31,5,0,0,0,1,1,4
2024-09-23,Central,21,0,8,2,0,1,0,4
2024-09-24,North,59,7,1,1,4,3,2,8
2024-09-24,South,12,4,0,1,0,0,3,0
2024-09-24,East,44,0,0,11,5,0,0,0
2024-09-24,West,31,10,1,5,1,1,3,4
2024-09-24,Central,31,0,3,4,0,0,0,2
2024-09-25,North,56,4,3,4,5,5,0,7
2024-09-25,South,33,3,0,0,2,0,1,0
2024-09-25,East,39,0,0,7,5,1,0,5
2024-09-25,West,30,4,1,0,1,1,1,2
2024-09-25,Central,22,0,6,0,0,3,0,0
2024-09-26,North,65,7,3,4,5,0,2,4
2024-09-26,South,31,4,0,0,1,0,4,1
2024-09-26,East,47,0,0,11,5,1,0,5
2024-09-26,West,30,13,0,4,9,0,2,1
2024-09-26,Central,24,0,2,3,0,1,1,0
2024-09-27,North,53,9,3,4,2,0,1,4
2024-09-27,South,24,3,0,0,0,0,5,0
2024-09-27,East,37,0,1,4,0,1,2,4
2024-09-27,West,26,9,0,1,0,0,2,1
2024-09-27,Central,20,0,9,0,0,0,0,0
2024-09-28,North,41,10,0,4,5,0,0,8
2024-09-28,South,28,4,0,1,0,0,4,0
2024-09-28,East,56,0,6,10,5,0,2,8
2024-09-28,West,26,9,1,1,2,0,1,7
2024-09-28,Central,14,0,4,0,0,1,1,0
2024-09-29,North,33,7,1,5,4,1,0,12
2024-09-29,South,39,3,0,4,1,0,8,0
2024-09-29,East,48,4,1,6,4,0,2,5
2024-09-29,West,25,10,0,3,1,0,2,1
2024-09-29,Central,24,0,2,0,0,1,0,0
2024-09-30,North,48,7,2,6,2,3,0,13
2024-09-30,South,21,4,0,5,0,3,7,0
2024-09-30,East,47,2,0,9,7,0,2,5
2024-09-30,West,34,7,0,5,1,0,2,1
2024-09-30,Central,21,0,6,0,1,0,0,0
2024-10-01,North,50,8,1,2,1,0,0,7
2024-10-01,South,23,6,0,3,0,0,3,0
2024-10-01,East,47,2,0,8,5,0,2,6
2024-10-01,West,37,11,0,6,3,0,3,5
2024-10-01,Central,30,1,3,0,0,4,0,0
2024-10-02,North,30,1,2,3,2,0,0,8
2024-10-02,South,28,3,0,4,0,2,3,0
2024-10-02,East,38,5,0,7,5,1,4,6
2024-10-02,West,44,11,0,4,1,0,2,6
2024-10-02,Central,35,1,9,0,0,1,0,0
2024-10-03,North,31,7,3,0,7,0,0,5
2024-10-03,South,25,2,0,6,0,0,1,0
2024-10-03,East,35,5,2,4,7,0,1,7
2024-10-03,West,54,11,0,5,1,0,2,11
2024-10-03,Central,31,0,5,2,1,2,0,1
2024-10-04,North,25,8,3,3,0,2,0,6
2024-10-04,South,31,2,2,3,0,0,4,0
2024-10-04,East,35,1,2,5,7,1,2,4
2024-10-04,West,61,6,0,7,0,0,1,10
2024-10-04,Central,43,0,10,2,0,1,0,0
2024-10-05,North,20,5,0,0,0,0,1,12
2024-10-05,South,35,2,0,4,0,1,3,0
2024-10-05,East,30,0,4,5,5,1,0,5
2024-10-05,West,57,7,1,5,0,0,1,8
2024-10-05,Central,29,2,9,2,0,4,0,1
2024-10-06,North,28,4,1,0,1,0,0,7
2024-10-06,South,10,4,0,1,0,2,2,0
2024-10-06,East,31,0,1,6,6,0,0,0
2024-10-06,West,45,6,0,5,0,1,3,10
2024-10-06,Central,38,2,10,0,0,3,0,3
2024-10-07,North,28,7,1,1,0,1,1,5
2024-10-07,South,16,2,0,3,0,4,0,0
2024-10-07,East,22,0,2,3,4,0,0,1
2024-10-07,West,50,9,0,4,0,0,2,8
2024-10-07,Central,26,0,9,3,0,2,0,1
2024-10-08,North,37,11,1,1,0,0,1,4
2024-10-08,South,21,1,0,5,0,0,2,0
2024-10-08,East,25,0,0,1,4,0,0,5
2024-10-08,West,39,9,0,3,1,0,1,11
2024-10-08,Central,41,0,5,2,0,2,0,4
2024-10-09,North,49,7,3,1,2,2,0,8
2024-10-09,South,11,0,0,4,0,1,1,1
2024-10-09,East,21,0,0,5,4,0,1,0
2024-10-09,West,49,3,0,5,0,0,0,9
2024-10-09,Central,34,0,4,2,0,7,0,2
2024-10-10,North,26,6,0,1,1,1,0,7
2024-10-10,South,4,0,0,1,0,0,0,0
2024-10-10,East,14,0,0,4,3,0,0,0
2024-10-10,West,37,4,0,7,0,0,0,9
2024-10-10,Central,35,2,2,0,0,1,0,3
2024-10-11,North,33,7,2,1,2,1,0,4
2024-10-11,South,8,0,1,2,0,0,0,0
2024-10-11,East,26,0,0,2,1,0,0,0
2024-10-11,West,40,5,1,6,1,0,0,6
2024-10-11,Central,36,1,2,0,0,3,1,3
2024-10-12,North,27,2,0,0,2,3,0,2
2024-10-12,South,2,0,0,2,1,0,0,0
2024-10-12,East,19,0,0,6,2,1,0,0
2024-10-12,West,45,5,2,8,2,0,0,8
2024-10-12,Central,30,1,3,0,0,5,0,0
2024-10-13,North,23,5,1,0,1,1,0,4
2024-10-13,South,8,1,0,0,0,0,0,0
2024-10-13,East,29,3,0,9,2,0,2,0
2024-10-13,West,30,8,0,6,0,0,0,5
2024-10-13,Central,41,0,5,0,0,2,0,4
2024-10-14,North,30,6,3,1,0,3,0,0
2024-10-14,South,10,0,3,2,0,0,1,0
2024-10-14,East,15,2,0,1,6,0,1,0
2024-10-14,West,27,5,0,2,0,0,1,0
2024-10-14,Central,40,1,5,0,0,3,0,3
2024-10-15,North,41,8,4,0,3,1,0,5
2024-10-15,South,8,0,1,0,0,1,0,0
2024-10-15,East,22,3,0,4,3,0,3,0
2024-10-15,West,19,3,4,2,0,1,0,4
2024-10-15,Central,35,1,6,0,0,2,0,3
2024-10-16,North,38,8,3,0,5,1,0,2
2024-10-16,South,11,0,2,1,0,0,2,0
2024-10-16,East,33,5,0,1,6,0,1,2
2024-10-16,West,25,5,4,3,1,1,1,0
2024-10-16,Central,39,1,5,0,1,2,0,0
2024-10-17,North,34,6,1,0,6,3,4,4
2024-10-17,South,10,0,1,4,0,0,3,0
2024-10-17,East,28,3,0,5,6,0,0,0
2024-10-17,West,18,5,3,3,0,0,0,0
2024-10-17,Central,33,0,7,0,0,3,1,3
2024-10-18,North,39,6,4,1,0,1,0,0
2024-10-18,South,20,0,1,4,1,2,2,0
2024-10-18,East,26,4,0,7,3,0,0,1
2024-10-18,West,27,2,0,1,0,0,1,0
2024-10-18,Central,19,0,4,0,1,1,1,4
2024-10-19,North,33,8,1,4,3,0,3,4
2024-10-19,South,17,1,0,4,1,1,1,0
2024-10-19,East,22,2,1,5,1,0,0,0
2024-10-19,West,18,3,0,6,4,0,1,0
2024-10-19,Central,22,2,3,0,1,1,0,0
2024-10-20,North,36,11,3,4,6,0,0,1
2024-10-20,South,25,2,0,2,1,1,3,0
2024-10-20,East,28,3,0,7,3,1,2,0
2024-10-20,West,19,2,1,4,2,0,3,0
2024-10-20,Central,15,2,4,0,0,0,0,0
2024-10-21,North,57,8,2,2,5,0,0,1
2024-10-21,South,27,2,0,0,2,1,7,0
2024-10-21,East,32,1,2,6,2,0,1,0
2024-10-21,West,29,2,1,2,4,0,2,0
2024-10-21,Central,21,1,6,0,0,1,0,0
2024-10-22,North,26,9,1,1,1,0,0,1
2024-10-22,South,19,0,0,5,1,2,0,0
2024-10-22,East,20,2,1,3,2,3,1,0
2024-10-22,West,22,4,0,5,2,0,3,2
2024-10-22,Central,14,0,3,3,1,2,0,0
2024-10-23,North,36,7,0,0,2,1,0,1
2024-10-23,South,27,0,0,2,2,3,1,1
2024-10-23,East,38,0,1,7,2,1,0,0
2024-10-23,West,21,3,0,2,1,0,4,0
2024-10-23,Central,21,0,1,4,0,0,0,0
2024-10-24,North,29,6,1,0,6,0,0,1
2024-10-24,South,26,1,0,4,4,2,0,0
2024-10-24,East,26,0,0,8,7,0,0,0
2024-10-24,West,23,3,0,7,5,1,1,0
2024-10-24,Central,16,0,1,3,0,1,0,1
2024-10-25,North,33,5,0,0,3,0,1,0
2024-10-25,South,24,0,0,2,5,3,0,0
2024-10-25,East,31,1,0,3,6,0,0,1
2024-10-25,West,16,1,0,6,0,0,1,0
2024-10-25,Central,16,0,4,1,0,0,0,0
2024-10-26,North,20,6,0,1,6,0,3,0
2024-10-26,South,20,0,0,2,3,0,1,0
